state,district,cyber_a_offences_under_itact_tampering_computer_source_documents_sec65,cyber_computer_related_offences_computer_related_offences_total_col5col8col9col10col11,cyber_computer_related_offences_sec66,cyber_col_5,cyber_col_6,cyber_dishonestly_receiving_stolen_computer_resource_or_communication_device_sec66b,cyber_identity_theft_sec66c,cyber_cheating_by_personation_by_using_computer_resource_sec66d,cyber_violation_of_privacy_sec66e,cyber_cyber_terrorism_sec66_f,cyber_publicationtransmission_of_obscene_sexually_explicit_act_in_electronic_form_sec_67_publication_transmission_of_obscene_sexually_explicit_act_in_electronic_form_total_col1415161718,cyber_publishing_or_transmitting_obscene_material_in_electronic_form,cyber_publishing_or_transmitting_of_material_containing_sexually_explicit_act_in_electronic_form_sec67a,cyber_publishing_or_transmitting_of_material_depicting_children_in_sexually_explicit_act_in_electronic_form_sec67b,cyber_preservation_and_retention_of_information_by_intermediaries_sec67c,cyber_other_sections_67_it_act,cyber_inter_ception_or_monitoring_or_decryption_of_information_sec69,cyber_un_authorized_accessattempt_to_access_to_protected_computer_system_sec70,cyber_breach_of_confidentiality_and_privacy,cyber_publication_of_electronic_signatures_for_fraudulent_purposes,cyber_abetment_to_commit_offences_sec84_b,cyber_attempt_to_commit_offences_sec84c,cyber_other_sections_of_it_act,cyber_total_offences_under_it_act_col3col4col12col13col19col20col21col22col23col24col25,cyber_b_offences_under_ipcbns_involving_communication_devices_as_mediumtarget_rw_it_act_abetment_of_suicide_online_section_107108_bns_section_305306_ipc,cyber_cyber_stalking_bullying_of_women_children_section_78_bns_section_354d_ipc,cyber_sexual_intercourse_by_deceitful_means_section_69_bns,cyber_organized_cyber_crimes_section_111_bns,cyber_publishing_false_or_misleading_information_of_india_section_1971d_bns,cyber_data_theft_section_303305_307_bns_section_379_381_ipc,cyber_fraud_sec420_rw_sec465468_471_ipc_fraud_section_3184_rw_section_33623434012_bns_section_420_rw_465468_471_ipc_total_col34_to_42,cyber_credit_card_debit_card,cyber_atms,cyber_online_banking_fraud,cyber_otp_frauds,cyber_gaming_app_website_fraud,cyber_marketing_investment_fraud,cyber_fraud_call_vishing,cyber_e_wallet_upi_fraud,cyber_other_frauds,cyber_cheating_section_3184_bns_section_420_ipc,cyber_forgery_section_338336343402339_bns,cyber_defamation_morphing_section_3364_bns_section_469_ipc_rw_indecent_representation_of_women_act,cyber_fake_profile_319_2_bns_section_section_419_ipc,cyber_counterfeiting_counter_feiting_total_col48_col49,cyber_currency_section_178_182_section_489a_to_489e_ipc,cyber_stamps_section_178_181183_186_section_255_ipc,cyber_cyber_blackmailingthreatening_section_35112_3308_bns_section_506503384_ipc_rw_bnssll,cyber_fake_news_on_social_media_section_353_bns_section_505_ipc,cyber_other_offences_of_bnsipc_rw_it_act,cyber_total_offences_under_ipcbns_rw_it_act_col_27_to_3343_to_47_50_to_52,cyber_c_offences_under_sll_involving_communication_devices_as_mediumtarget_rw_it_act_gambling_act_online_gambling,cyber_lotteries_act_online_lotteries,cyber_copy_right_act_1957,cyber_trade_marks_act_1999,cyber_other_sll_crimes,cyber_total_offences_under_sll_rw_it_act_total_of_col54_to_58,cyber_total_cyber_crimes_abc
Assam,Rpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Sou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Stf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Sibsagar,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Assam,Sonitpur,0,5,1,0,1,0,0,4,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Assam,Tinsukia,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Assam,Udalguri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Assam,Sadia,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Assam,Majuli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Biswanath,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Assam,Hojai,0,7,1,0,1,0,2,3,1,0,19,1,14,0,0,4,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Assam,South Salmara,0,1,1,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Assam,Charaideo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Assam,Bajali,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Assam,Tamulpur,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bihar,Araria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,30,0,0,0,0,0,8,1,0,0,14,0,0,0,0,0,0,59,0,0,0,0,0,0,59
Bihar,Arwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,33
Bihar,Aurangabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,26,20,0,0,0,0,0,5,114,11,0,0,0,0,0,0,0,3,182,0,0,0,0,0,0,182
Bihar,Bagaha,0,9,0,0,0,1,0,6,2,1,11,1,8,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Bihar,Banka,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,8,39,0,0,0,0,0,0,40
Bihar,Begusarai,0,11,0,0,0,4,0,0,7,0,4,2,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,56,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,71
Bihar,Bettiah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,29,21,18,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,77
Bihar,Kaimur(Bhabhua),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,1,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,32
Bihar,Bhagalpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,11,87,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,126
Bihar,Bhojpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,37,3,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,9,0,69,128,0,0,0,0,0,0,128
Bihar,Buxar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,61
Bihar,Darbhanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,2,0,0,1,0,18,16,0,57,0,0,29,0,0,0,0,0,0,130,0,0,0,0,0,0,130
Bihar,Gaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,85,76,0,0,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,224
Bihar,Gopalganj,0,10,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,71,0,20,0,0,0,0,0,0,51,51,31,0,0,0,0,0,0,0,0,153,8,0,0,0,0,8,171
Bihar,Jamalpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Bihar,Jamui,0,1,0,0,0,0,0,1,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,32,15,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,41
Bihar,Jehanabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,8,11,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,108
Bihar,Katihar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,8,0,4,105,0,0,0,0,0,0,105
Bihar,Katihar Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3
Bihar,Khagaria,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,44,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,47
Bihar,Kishanganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,6,6,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,37
Bihar,Lakhisarai,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,81,25,30,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,83
Bihar,Madhepura,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,58,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,4,1,7,78,0,0,0,0,0,0,80
Bihar,Madhubani,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,44,18,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,48
Bihar,Motihari,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,135,35,18,18,13,3,2,9,0,37,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,136
Bihar,Munger,0,8,0,0,0,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,61,24,12,11,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,64,0,0,0,0,2,2,75
Bihar,Muzaffarpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,35,5,7,23,0,0,0,0,0,0,128,40,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,213
Bihar,Muzaffarpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
Bihar,Nalanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,19,16,48,0,0,0,0,0,26,189,42,0,23,0,0,0,0,0,0,363,0,0,0,0,0,0,363
Bihar,Naugachia,0,1,1,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,4,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,19
Bihar,Nawadah,0,19,12,0,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,10,0,0,125,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,154
Bihar,Patna,0,48,2,0,2,0,26,18,2,0,9,5,4,0,0,0,0,0,0,0,0,0,0,57,0,11,0,0,0,12,1691,85,76,347,0,0,0,0,0,1183,22,63,0,34,0,0,0,4,0,204,2041,0,0,0,0,0,0,2098
Bihar,Patna Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14
Bihar,Purnea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,6,2,13,1,3,4,8,7,50,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,94
Bihar,Rohtas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,62,61,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,133
Bihar,Saharsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,58,1,1,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,2,4,68,0,0,0,0,0,0,68
Bihar,Samastipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,9,41,18,0,0,0,0,0,37,0,0,0,0,0,0,0,3,0,0,108,0,0,0,0,0,0,108
Bihar,Saran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,28,8,79,0,0,0,0,0,14,257,0,0,6,0,0,0,19,14,0,425,0,0,0,0,0,0,425
Bihar,Sheikhpura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40
Bihar,Sheohar,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,17
Bihar,Sitamarhi,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,40,1,4,25,0,1,4,5,0,0,0,1,0,3,0,0,0,20,3,3,76,0,0,0,0,0,0,79
Bihar,Siwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,27,0,11,0,0,0,0,0,69,66,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,183
Bihar,Supaul,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,20,2,0,0,2,0,2,12,2,0,0,0,0,0,0,0,0,8,0,0,36,0,0,0,0,0,0,38
Bihar,Vaishali,0,105,0,0,0,9,14,55,27,0,2,0,2,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,84,17,29,25,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,84,0,0,6,5,0,11,202
Bihar,Economic Offences Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9
Bihar,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Balod,0,1,0,0,0,0,0,1,0,0,7,0,3,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12
Chhattisgarh,Balodbazar,0,2,1,0,1,0,0,1,0,0,24,5,0,17,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Chhattisgarh,Balrampur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19
Chhattisgarh,Bemetra,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,15
Chhattisgarh,Bilaspur,0,0,0,0,0,0,0,0,0,0,69,45,24,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
Chhattisgarh,Bizapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Dantewara,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,9
Chhattisgarh,Dhamtari,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,7
Chhattisgarh,Durg,0,0,0,0,0,0,0,0,0,0,14,0,8,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Chhattisgarh,Gariyaband,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,2,11,0,0,0,0,0,0,13
Chhattisgarh,Grp Raipur,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chhattisgarh,Jagdalpur,0,1,1,0,1,0,0,0,0,0,8,0,1,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,38,0,1,25,0,0,5,0,2,5,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,47
Chhattisgarh,Janjgir,0,0,0,0,0,0,0,0,0,0,33,0,9,24,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Chhattisgarh,Jashpur,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,24
Chhattisgarh,Kabirdham,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Chhattisgarh,Kanker,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,3,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,12
Chhattisgarh,Kondagaon,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chhattisgarh,Korba,0,0,0,0,0,0,0,0,0,0,17,0,4,13,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Chhattisgarh,Koriya,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,7,0,0,0,0,7,12
Chhattisgarh,Mahasamund,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Chhattisgarh,Mungali,0,0,0,0,0,0,0,0,0,0,32,0,1,31,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,38
Chhattisgarh,Narayanpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Raigarh,0,1,0,0,0,0,0,1,0,0,12,1,1,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Chhattisgarh,Raipur,0,0,0,0,0,0,0,0,0,0,52,0,32,20,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Chhattisgarh,Rajnandgaon,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,47
Chhattisgarh,Sarguja,0,0,0,0,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Chhattisgarh,Sukma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Surajpur,0,1,0,0,0,0,0,1,0,0,16,0,1,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,13,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,20,1,0,0,0,0,1,38
Chhattisgarh,Gaurela-Pendra-Marwari,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,10
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,0,0,0,0,0,0,0,0,0,0,16,0,14,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
Chhattisgarh,Sakti,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Chhattisgarh,Sarangarh-Bilaigarh,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,11
Goa,North Goa,0,8,1,0,1,0,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
